default_flag,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_msinie,pl_orbeccen,st_teff,st_rad,st_mass,st_logg,sy_dist
0,2,3,9,11.427999999999999,0.068,7.78956400418556,0.0,5757.5,1.36,0.81,4.023333333333333,400.785
0,2,3,9,11.42754563,0.0928,7.791070805720265,0.0,5755.0,1.36,0.81,4.08,400.785
0,2,3,9,11.42747893,0.09319999999999999,7.79257760725497,0.0,5921.0,1.05,1.08,4.43,400.785
0,2,3,9,11.42754563,0.0936,7.794084408789676,0.0,6032.0,1.03,1.01,4.42,400.785
1,2,3,9,11.427548,0.094,7.795591210324381,0.0,5711.0,1.35,0.91,4.11,400.785
0,2,3,9,11.42754563,0.0928,7.797098011859086,0.0,5755.0,1.36,0.81,4.08,400.785
0,2,3,9,11.42754563,0.0928,7.7986048133937915,0.0,5755.0,1.36,0.81,4.08,400.785
0,2,3,9,11.42754338,0.09459999999999999,7.800111614928497,0.0,5921.0,1.05,1.08,4.43,400.785
0,2,3,9,11.42755098,0.0964,7.801618416463202,0.0,5979.0,1.0,0.91,4.39,400.785
0,2,3,9,11.427512,0.092,7.803125217997907,0.0,5711.0,0.93,0.81,4.41,400.785
0,2,3,9,23.66836427,0.1507,7.804632019532613,0.0,5755.0,1.36,0.81,4.08,400.785
0,2,3,9,23.66838592,0.1507,7.806138821067318,0.0,5921.0,1.05,1.08,4.43,400.785
0,2,3,9,23.6683319,0.1507,7.807645622602023,0.0,5921.0,1.05,1.08,4.43,400.785
0,2,3,9,23.66836427,0.1507,7.8091524241367285,0.0,5755.0,1.36,0.81,4.08,400.785
0,2,3,9,23.66834,0.15,7.810659225671434,0.0,5711.0,0.93,0.81,4.41,400.785
0,2,3,9,23.66836427,0.1507,7.812166027206139,0.0,5755.0,1.36,0.81,4.08,400.785
0,2,3,9,23.66836427,0.15184999999999998,7.813672828740844,0.0,6032.0,1.03,1.01,4.42,400.785
1,2,3,9,23.668205,0.153,7.81517963027555,0.0,5711.0,1.35,0.9433333333333334,4.11,400.785
0,2,3,9,23.668102500000003,0.1542,7.816686431810255,0.0,5760.0,1.06,0.8766666666666667,4.203333333333333,400.785
0,2,3,9,23.668000000000003,0.15539999999999998,7.81819323334496,0.0,5869.5,1.36,0.81,4.296666666666667,400.785
0,2,3,9,23.66834635,0.1566,7.8197000348796655,0.0,5979.0,1.0,0.91,4.39,400.785
0,2,3,9,51.75529576,0.2539,7.821206836414371,0.0,5755.0,1.36,0.81,4.08,400.785
0,2,3,9,51.75529576,0.2539,7.822713637949076,0.0,5755.0,1.36,0.81,4.08,400.785
0,2,3,9,51.75530801,0.2572,7.824220439483781,0.0,5921.0,1.05,1.08,4.43,400.785
0,2,3,9,51.75527554,0.2605,7.825727241018487,0.0,5921.0,1.05,1.08,4.43,400.785
0,2,3,9,51.75530504,0.2638,7.827234042553192,0.0,5979.0,1.0,0.91,4.39,400.785
0,2,3,9,51.75529576,0.2539,7.828740844087897,0.0,5755.0,1.36,0.81,4.08,400.785
0,2,3,9,51.75627,0.253,7.8302476456226024,0.0,5711.0,0.93,0.81,4.41,400.785
1,2,3,9,51.755394,0.257,7.831754447157308,0.0,5711.0,1.35,0.91,4.11,400.785
0,2,3,9,51.75529576,0.38103333333333333,7.833261248692013,0.0,6032.0,1.03,1.01,4.42,400.785
0,2,3,9,126.43834788000001,0.5050666666666667,7.834768050226717,0.0,5760.0,1.06,0.915,4.46,400.785
0,1,1,9,201.1214,0.6291,7.836274851761424,0.0,5804.0,0.84,0.82,4.5,482.119
0,1,1,9,201.1214,0.6291,7.837781653296128,0.0,5804.0,0.84,0.82,4.5,482.119
0,1,1,9,201.1214,0.63468,7.839288454830834,0.0,5696.0,0.98,0.8999999999999999,4.484999999999999,482.119
1,1,1,9,201.1214,0.64026,7.8407952563655385,0.0,5694.0,0.96,0.98,4.47,482.119
0,1,1,9,201.1214737,0.64584,7.842302057900245,0.0,5689.91,0.98,1.01,4.46,482.119
0,1,1,9,201.12061830000002,0.65142,7.843808859434949,0.0,5689.91,0.98,1.01,4.46,482.119
0,1,1,9,201.1232,0.657,7.845315660969654,0.0,5793.0,1.14,0.94,4.29,482.119
0,1,1,9,201.11831899999999,0.6559,7.84682246250436,0.0,5646.0,0.95,0.93,4.45,482.119
0,1,1,9,201.1214,0.6291,7.848329264039065,0.0,5804.0,0.84,0.82,4.5,482.119
0,1,1,9,24.7576421,0.1688,7.84983606557377,0.0,6106.0,0.97,1.04,4.49,1485.82
1,1,1,9,24.7576421,0.1688,7.8513428671084755,0.0,5957.0,1.08,1.06,4.4,1485.82
0,1,1,9,24.75767324,0.1688,7.852849668643181,0.0,5919.0,1.67,1.08,4.03,1485.82
0,1,1,9,24.75773988,0.1688,7.854356470177886,0.0,5919.0,1.67,1.08,4.03,1485.82
0,1,1,9,24.75769099,0.1688,7.855863271712591,0.0,6120.0,1.63,1.06,4.26,1485.82
0,1,1,9,24.7576421,0.1688,7.857370073247297,0.0,6106.0,0.97,1.04,4.49,1485.82
0,1,1,9,24.7577652,0.1688,7.858876874782002,0.0,6106.0,0.97,1.04,4.49,1485.82
0,1,1,9,24.7576421,0.1688,7.860383676316707,0.0,6106.0,0.97,1.04,4.49,1485.82
0,1,1,9,24.75724,0.17,7.8618904778514125,0.0,6103.0,0.97,1.06,4.49,1485.82
1,1,1,9,10.13202575,0.1464,7.863397279386118,0.0,4815.0,0.72,0.75,4.61,1421.0991111111111
0,1,1,9,10.132024099999999,0.1228,7.864904080920823,0.0,4802.333333333333,0.6666666666666666,0.6866666666666666,4.636666666666667,1356.3782222222221
0,1,1,9,10.13206084,0.09920000000000001,7.866410882455528,0.0,4789.666666666667,0.6133333333333334,0.6233333333333334,4.663333333333334,1291.6573333333333
0,1,1,9,10.13200555,0.0756,7.867917683990234,0.0,4777.0,0.56,0.56,4.69,1226.9364444444445
0,1,1,9,10.13202575,0.0756,7.869424485524939,0.0,4777.0,0.56,0.56,4.69,1162.2155555555555
0,1,1,9,10.13202575,0.0756,7.870931287059644,0.0,4777.0,0.56,0.56,4.69,1097.4946666666667
0,1,1,9,10.13202575,0.0756,7.8724380885943495,0.0,4777.0,0.56,0.56,4.69,1032.773777777778
0,1,1,9,10.13195,0.085,7.873944890129055,0.0,4619.0,0.82,0.8,4.51,968.0528888888889
0,1,1,9,38.505224,0.2159,7.87545169166376,0.0,5974.0,0.88,0.9,4.5,903.332
0,1,1,9,38.5053398,0.2159,7.876958493198465,0.0,5974.0,0.88,0.9,4.5,903.332
0,1,1,9,38.5053398,0.2159,7.878465294733171,0.0,5974.0,0.88,0.9,4.5,903.332
0,1,1,9,38.5053398,0.2159,7.879972096267876,0.0,5974.0,0.88,0.9,4.5,903.332
0,1,1,9,38.505403275,0.21792,7.881478897802581,0.0,5978.0,0.94,0.96,4.5,903.332
0,1,1,9,38.50546675,0.21994,7.882985699337286,0.0,5710.0,0.94,1.02,4.5,903.332
0,1,1,9,38.50501338,0.22196000000000002,7.884492500871992,0.0,5710.0,0.94,1.02,4.5,903.332
1,1,1,9,38.5053398,0.22398,7.885999302406697,0.0,5629.0,0.9,0.92,4.5,903.332
0,1,1,9,38.50519,0.226,7.887506103941402,0.0,6017.0,0.94,1.04,4.51,903.332
0,1,1,9,6.77408868,0.0724,7.889012905476108,0.0,6217.0,1.09,1.1,4.41,1278.96
0,1,1,9,6.773958,0.07200000000000001,7.890519707010813,0.0,6210.0,1.01,1.1,4.47,1278.96
0,1,1,9,6.77408984,0.0741,7.892026508545518,0.0,6246.0,1.09,1.18,4.43,1278.96
0,1,1,9,6.77410294,0.07325000000000001,7.893533310080223,0.0,5819.58,1.02,1.05,4.44,1278.96
0,1,1,9,6.77408868,0.0724,7.895040111614929,0.0,6217.0,1.09,1.1,4.41,1278.96
1,1,1,9,6.77408868,0.0724,7.896546913149634,0.0,5985.0,1.11,1.08,4.38,1278.96
0,1,1,9,6.77408868,0.0724,7.898053714684339,0.0,6258.0,0.93,1.09,4.395,1278.96
0,1,1,9,6.77408868,0.0724,7.8995605162190445,0.0,6217.0,1.09,1.1,4.41,1278.96
0,1,1,9,6.77411519,0.11699999999999999,7.90106731775375,0.0,5819.58,1.02,1.05,4.44,1278.96
0,1,1,9,26.41044199,0.1616,7.902574119288455,0.0,5448.0,0.73,0.81,4.61,942.485
0,1,1,9,26.41045478,0.1612,7.90408092082316,0.0,5443.0,0.74,0.8,4.61,942.485
0,1,1,9,26.41045478,0.1612,7.905587722357866,0.0,5443.0,0.74,0.8,4.61,942.485
0,1,1,9,26.41045478,0.1612,7.907094523892571,0.0,5443.0,0.74,0.8,4.61,942.485
0,1,1,9,26.410478499999996,0.16236,7.908601325427276,0.0,5250.0,0.82,0.9,4.56,942.485
0,1,1,9,26.41033598,0.16352,7.9101081269619815,0.0,5250.0,0.82,0.9,4.56,942.485
0,1,1,9,26.410395379999997,0.16468,7.911614928496687,0.0,5444.0,0.8,0.88,4.555,942.485
1,1,1,9,26.41045478,0.16584,7.913121730031392,0.0,5301.0,0.82,0.86,4.55,942.485
0,1,1,9,26.410729999999997,0.16699999999999998,7.914628531566097,0.0,5482.0,0.79,0.89,4.59,942.485
0,1,1,9,14.37504582,0.1167,7.916135333100803,0.0,5931.0,1.05,1.02,4.4,721.534
0,1,1,9,14.37508035,0.1202,7.917642134635508,0.0,6063.0,1.01,1.12,4.48,721.534
0,1,1,9,14.37508035,0.1202,7.919148936170213,0.0,6063.0,1.01,1.12,4.48,721.534
1,1,1,9,14.37508035,0.1202,7.920655737704918,0.0,5913.0,1.04,1.04,4.42,721.534
0,1,1,9,14.37508035,0.1202,7.922162539239624,0.0,6063.0,1.01,1.12,4.48,721.534
0,1,1,9,14.37507627,0.11913333333333333,7.923669340774328,0.0,6020.67,1.15,1.09,4.49,721.534
0,1,1,9,14.37508542,0.11806666666666667,7.925176142309034,0.0,6020.67,1.15,1.06,4.5,721.534
0,1,1,9,14.37517,0.11699999999999999,7.926682943843739,0.0,5990.0,0.93,1.03,4.51,721.534
0,1,2,9,35.28230500000001,0.199,7.928189745378445,0.0,5659.0,1.65,0.985,4.49,817.6469999999999
0,1,2,9,56.189440000000005,0.281,7.929696546913149,0.0,5760.0,0.93,0.94,4.47,817.6469999999999
0,1,2,9,56.18876677,0.2853,7.9312033484478555,0.0,5566.56,1.75,0.98,3.94,817.6469999999999
0,1,2,9,56.18861682,0.2896,7.93271014998256,0.0,5566.56,1.75,0.98,3.94,817.6469999999999
0,1,2,9,56.1886436,0.2939,7.934216951517265,0.0,5700.0,1.18,1.07,4.33,817.6469999999999
0,1,2,9,56.1886887,0.2855,7.93572375305197,0.0,5798.0,0.96,0.98,4.47,817.6469999999999
0,1,2,9,56.1886887,0.2855,7.937230554586676,0.0,5798.0,0.96,0.98,4.47,817.6469999999999
0,1,2,9,56.1886887,0.2855,7.938737356121381,0.0,5798.0,0.96,0.98,4.47,817.6469999999999
1,1,2,9,56.1886887,0.20439999999999997,7.940244157656086,0.0,5754.0,1.13,1.08,4.37,817.6469999999999
0,1,2,9,3.18896877,0.12329999999999999,7.9417509591907915,0.0,5566.56,1.75,0.98,3.94,817.6469999999999
0,1,2,9,3.18897601,0.0422,7.943257760725497,0.0,5798.0,0.96,0.98,4.47,817.6469999999999
0,1,2,9,3.18899015,0.0434,7.944764562260202,0.0,5700.0,1.18,1.07,4.33,817.6469999999999
0,1,2,9,3.18897601,0.0422,7.946271363794907,0.0,5798.0,0.96,0.98,4.47,817.6469999999999
1,1,2,9,3.18897601,0.0422,7.947778165329613,0.0,5754.0,1.13,1.08,4.37,817.6469999999999
0,1,2,9,3.18897601,0.0422,7.949284966864318,0.0,5798.0,0.96,0.98,4.47,817.6469999999999
0,1,2,9,5.05499311,0.050600000000000006,7.950791768399023,0.0,5659.0,1.65,0.7749999999999999,4.5649999999999995,817.6469999999999
0,1,1,9,6.92101021,0.059000000000000004,7.9522985699337285,0.0,4461.0,0.58,0.57,4.66,556.006
0,1,1,9,6.92101452,0.059000000000000004,7.953805371468434,0.0,4461.0,0.58,0.57,4.66,556.006
0,1,1,9,6.92101021,0.059000000000000004,7.955312173003139,0.0,4461.0,0.58,0.57,4.66,556.006
0,1,1,9,6.92103277,0.059000000000000004,7.956818974537844,0.0,4388.39,1.08,0.69,4.21,556.006
0,1,1,9,6.9209966,0.059000000000000004,7.95832577607255,0.0,4388.39,1.08,0.69,4.21,556.006
1,1,1,9,6.92101021,0.059000000000000004,7.959832577607255,0.0,4651.0,0.7,0.75,4.62,556.006
0,1,1,9,6.92101021,0.059000000000000004,7.96133937914196,0.0,4461.0,0.58,0.57,4.66,556.006
0,1,1,9,6.921028999999999,0.061,7.9628461806766655,0.0,4557.0,0.61,0.64,4.67,556.006
0,1,1,9,5.09723842,0.04795,7.964352982211371,0.0,4460.0,0.97,0.585,4.72,556.006
0,1,1,9,3.27344784,0.0349,7.965859783746076,0.0,3758.0,0.5,0.53,4.77,162.006
0,1,1,9,3.27346074,0.0334,7.967366585280781,0.0,3809.0,0.46,0.46,4.79,162.006
0,1,1,9,3.27346966,0.0334,7.968873386815487,0.0,3908.0,0.59,0.58,4.66,162.006
0,1,1,9,3.2734813,0.0334,7.970380188350192,0.0,3908.0,0.59,0.58,4.66,162.006
0,1,1,9,3.27346074,0.0334,7.971886989884897,0.0,3809.0,0.46,0.46,4.79,162.006
0,1,1,9,3.27346074,0.0334,7.9733937914196025,0.0,3756.0,0.59,0.46,4.79,162.006
0,1,1,9,3.27346074,0.0334,7.974900592954308,0.0,3809.0,0.46,0.46,4.79,162.006
0,1,1,9,3.273459,0.035,7.976407394489013,0.0,4025.0,0.52,0.55,4.74,162.006
1,1,1,9,3.27346074,0.03982,7.977914196023718,0.0,3864.0,0.49,0.51,4.77,162.006
0,1,2,9,5.41220713,0.04464,7.979420997558424,0.0,6082.0,1.16,1.11,4.35,459.223
0,1,2,9,5.412103565000001,0.049460000000000004,7.980927799093129,0.0,5933.0,1.04,1.1,4.346666666666667,459.223
0,1,2,9,5.412000000000001,0.05428,7.982434600627834,0.0,5856.0,1.33,1.09,4.343333333333333,459.223
0,1,2,9,5.41220393,0.0591,7.9839414021625394,0.0,5779.0,1.09,0.94,4.34,459.223
0,1,2,9,5.41220425,0.06,7.985448203697245,0.0,5950.98,1.05,1.09,4.43,459.223
0,1,2,9,5.412000000000001,0.0609,7.98695500523195,0.0,6065.0,1.01,1.03,4.43,459.223
0,1,2,9,5.41220713,0.0621,7.988461806766655,0.0,6391.0,1.33,1.08,4.23,459.223
0,1,2,9,5.41220713,0.0621,7.989968608301361,0.0,6391.0,1.33,1.08,4.23,459.223
0,1,2,9,5.41220713,0.0621,7.991475409836066,0.0,6391.0,1.33,1.08,4.23,459.223
1,1,2,9,5.4122,0.066,7.992982211370771,0.47,6397.0,1.58,1.28,4.15,459.223
0,1,2,9,5.412201400000001,0.064,7.994489012905476,0.0,6398.0,1.35,1.18,4.25,459.223
0,1,2,9,7.126,0.06725,7.995995814440182,0.0,6174.49,1.33,1.09,4.34,459.223
0,1,2,9,7.12593999,0.07050000000000001,7.997502615974887,0.0,5950.98,1.05,1.09,4.43,459.223
0,1,2,9,7.126,0.07375,7.999009417509592,0.0,6174.49,1.2000000000000002,0.9,4.34,459.223
0,1,2,9,7.125967,0.077,8.000516219044297,0.0,6398.0,1.35,1.18,4.25,459.223
0,1,2,9,7.12594387,0.0711,8.002023020579003,0.0,5779.0,1.09,0.94,4.34,459.223
0,1,2,9,7.12594591,0.0746,8.003529822113707,0.0,6391.0,1.33,1.08,4.23,459.223
0,1,2,9,7.12594591,0.0746,8.005036623648413,0.0,6391.0,1.33,1.08,4.23,459.223
0,1,2,9,7.12594591,0.0746,8.006543425183118,0.0,6391.0,1.33,1.08,4.23,459.223
1,1,2,9,7.1262,0.0733,8.008050226717824,0.0,5827.0,0.89,0.96,4.265000000000001,459.223
0,1,2,9,7.125939,0.07200000000000001,8.009557028252528,0.0,5873.0,1.16,0.995,4.3,459.223
0,1,2,9,7.126,0.0731,8.011063829787235,0.0,6065.0,1.01,1.03,4.43,459.223
0,1,2,9,7.125972955,0.08136666666666667,8.012570631321939,0.0,5933.0,1.04,1.07,4.39,459.223
0,1,2,9,7.12594591,0.08963333333333333,8.014077432856645,0.0,6082.0,1.16,1.11,4.35,459.223
0,1,2,9,15.37857995,0.0979,8.01558423439135,0.0,5870.68,1.03,1.06,4.43,490.48800000000006
0,1,2,9,15.378667275000002,0.10616666666666666,8.017091035926056,0.0,5846.0,1.01,1.0750000000000002,4.4,490.48800000000006
1,1,2,9,15.3787546,0.11443333333333333,8.01859783746076,0.0,6010.0,1.13,1.09,4.37,490.48800000000006
0,1,2,9,15.3787546,0.1227,8.020104638995466,0.0,6086.0,1.05,1.04,4.41,490.48800000000006
0,1,2,9,15.3791,0.122,8.02161144053017,0.0,6064.0,1.05,1.03,4.41,490.48800000000006
0,1,2,9,15.3787546,0.1227,8.023118242064877,0.0,6086.0,1.05,1.04,4.41,490.48800000000006
0,1,2,9,15.3787546,0.1227,8.024625043599581,0.0,6086.0,1.05,1.04,4.41,490.48800000000006
0,1,2,9,15.3789014,0.1313,8.026131845134287,0.0,5817.0,2.15,1.28,3.88,490.48800000000006
0,1,2,9,21.1285655,0.1622,8.027638646668992,0.0,5817.0,2.15,1.28,3.88,490.48800000000006
0,1,2,9,21.12724896,0.16008,8.029145448203698,0.0,5870.68,1.03,1.06,4.43,490.48800000000006
0,1,2,9,21.12846106,0.15796000000000002,8.030652249738402,0.0,5870.68,1.03,1.06,4.43,490.48800000000006
0,1,2,9,21.128458979999998,0.15584,8.032159051273108,0.0,5846.0,1.01,1.0750000000000002,4.4,490.48800000000006
1,1,2,9,21.1284569,0.15372000000000002,8.033665852807813,0.0,6010.0,1.13,1.09,4.37,490.48800000000006
0,1,2,9,21.1284569,0.1516,8.035172654342519,0.0,6086.0,1.05,1.04,4.41,490.48800000000006
0,1,2,9,21.1284569,0.1516,8.036679455877223,0.0,6086.0,1.05,1.04,4.41,490.48800000000006
0,1,2,9,21.1284569,0.1516,8.03818625741193,0.0,6086.0,1.05,1.04,4.41,490.48800000000006
0,1,2,9,21.12902,0.151,8.039693058946634,0.0,6064.0,1.05,1.03,4.41,490.48800000000006
0,1,1,9,25.96190067,0.1891,8.04119986048134,0.0,6369.0,1.73,1.34,4.09,829.3430000000001
0,1,1,9,25.96264,0.188,8.042706662016045,0.0,6797.0,1.33,1.31,4.31,829.3430000000001
0,1,1,9,25.962232325000002,0.18506666666666666,8.04421346355075,0.0,6417.0,1.43,1.32,4.275,829.3430000000001
0,1,1,9,25.96182465,0.18213333333333334,8.045720265085455,0.0,6499.3,1.44,1.33,4.24,829.3430000000001
0,1,1,9,25.96200249,0.1792,8.04722706662016,0.0,6784.0,1.26,1.14,4.29,829.3430000000001
1,1,1,9,25.96200249,0.1792,8.048733868154866,0.0,6675.0,1.73,1.43,4.12,829.3430000000001
0,1,1,9,25.96180896,0.1792,8.050240669689572,0.0,6499.3,1.44,1.33,4.24,829.3430000000001
0,1,1,9,25.96200249,0.1792,8.051747471224276,0.0,6784.0,1.26,1.14,4.29,829.3430000000001
0,1,1,9,25.96200249,0.1792,8.05325427275898,0.0,6784.0,1.26,1.14,4.29,829.3430000000001
0,1,1,9,34.85382925,0.185525,8.054761074293687,0.0,5720.0,0.96,1.02,4.48,943.444
1,1,1,9,34.8538276,0.19185,8.056267875828393,0.0,5888.0,1.03,1.03,4.42,943.444
0,1,1,9,34.8538276,0.198175,8.057774677363097,0.0,5738.0,0.95,0.985,4.484999999999999,943.444
0,1,1,9,34.8538276,0.2045,8.059281478897802,0.0,5835.0,0.85,0.94,4.55,943.444
0,1,1,9,34.8538276,0.2045,8.060788280432508,0.0,5835.0,0.85,0.94,4.55,943.444
0,1,1,9,34.8538276,0.2045,8.062295081967214,0.0,5835.0,0.85,0.94,4.55,943.444
0,1,1,9,34.8536903,0.2046,8.063801883501919,0.0,5818.0,0.85,0.94,4.55,943.444
0,1,1,9,34.85333,0.20800000000000002,8.065308685036623,0.0,5836.0,0.88,0.99,4.54,943.444
0,1,1,9,34.85379936,0.11975000000000001,8.066815486571329,0.0,5720.0,0.96,1.02,4.48,943.444
0,1,1,9,2.41434868,0.0315,8.068322288106035,0.0,4507.0,0.72,0.71,4.57,151.129
0,1,1,9,2.41436,0.03,8.06982908964074,0.0,4286.0,0.56,0.59,4.71,151.129
0,1,1,9,2.41435165,0.0286,8.071335891175444,0.0,4182.0,0.54,0.53,4.7,151.129
0,1,1,9,2.41435165,0.0286,8.07284269271015,0.0,4182.0,0.54,0.53,4.7,151.129
0,1,1,9,2.41435165,0.0286,8.074349494244855,0.0,4182.0,0.54,0.53,4.7,151.129
0,1,1,9,2.41435261,0.03208571428571429,8.07585629577956,0.0,4405.22,0.61,0.69,4.7,151.129
0,1,1,9,2.41434403,0.03557142857142857,8.077363097314265,0.0,4405.22,0.61,0.69,4.7,151.129
1,1,1,9,2.41435165,0.03905714285714286,8.078869898848971,0.0,4529.0,0.69,0.74,4.63,151.129
0,1,1,9,3.36045427,0.042542857142857146,8.080376700383676,0.0,4500.0,0.61,0.98,4.445,151.129
1,1,1,9,4.30655689,0.04602857142857143,8.081883501918382,0.0,6209.0,1.34,1.22,4.26,1090.51
0,1,1,9,4.30656157,0.04951428571428571,8.083390303453086,0.0,5905.0,1.46,1.07,4.14,1090.51
0,1,1,9,4.306430000000001,0.053,8.084897104987792,0.0,5866.0,0.91,1.06,4.55,1090.51
0,1,1,9,4.30655689,0.054000000000000006,8.086403906522497,0.0,6108.0,1.03,1.13,4.47,1090.51
0,1,1,9,4.30655689,0.054000000000000006,8.087910708057203,0.0,6108.0,1.03,1.13,4.47,1090.51
0,1,1,9,4.30655689,0.054000000000000006,8.089417509591907,0.0,6108.0,1.03,1.13,4.47,1090.51
0,1,1,9,4.30656389,0.054000000000000006,8.090924311126614,0.0,6108.0,1.03,1.13,4.47,1090.51
0,1,1,9,3.3007970749999997,0.04733333333333334,8.092431112661318,0.0,5909.0,1.42,1.0699999999999998,4.515,1090.51
0,1,1,9,2.29503026,0.04066666666666667,8.093937914196024,0.0,5681.94,0.87,1.01,4.56,389.397
0,1,1,9,2.295026,0.034,8.095444715730729,0.0,5782.0,0.89,0.96,4.52,389.397
0,1,1,9,2.29503623,0.0323,8.096951517265435,0.0,5750.0,0.83,0.85,4.52,389.397
0,1,1,9,2.29503623,0.0323,8.098458318800139,0.0,5750.0,0.83,0.85,4.52,389.397
0,1,1,9,2.29503515,0.0331,8.099965120334845,0.0,5637.0,0.91,0.91,4.48,389.397
0,1,1,9,2.29503623,0.0323,8.10147192186955,0.0,5750.0,0.83,0.85,4.52,389.397
0,1,1,9,2.295037965,0.05225714285714286,8.102978723404256,0.0,5682.0,0.87,0.9299999999999999,4.539999999999999,389.397
0,1,1,9,2.2950397000000002,0.07221428571428572,8.10448552493896,0.0,5681.94,0.87,1.01,4.56,389.397
1,1,1,9,2.29503623,0.09217142857142857,8.105992326473666,0.0,5723.0,0.94,0.98,4.49,389.397
1,1,1,9,27.495606,0.11212857142857144,8.10749912800837,0.0,6127.0,1.2,1.12,4.33,982.51
0,1,1,9,27.49583745,0.13208571428571428,8.109005929543077,0.0,6071.7,1.17,1.13,4.35,982.51
0,1,1,9,27.49568902,0.15204285714285715,8.110512731077781,0.0,6071.7,1.17,1.13,4.35,982.51
0,1,1,9,27.4954,0.172,8.112019532612488,0.0,5707.0,1.03,0.9,4.36,982.51
0,1,1,9,27.495606,0.1629,8.113526334147192,0.0,5657.0,0.91,0.76,4.4,982.51
0,1,1,9,27.495634000000003,0.1629,8.115033135681898,0.0,5657.0,0.91,0.76,4.4,982.51
0,1,1,9,27.495620000000002,0.1629,8.116539937216602,0.0,5651.0,1.28,0.76,4.4,982.51
0,1,1,9,27.495606,0.1629,8.118046738751309,0.0,5657.0,0.91,0.76,4.4,982.51
0,1,1,9,27.495606,0.1629,8.119553540286013,0.0,5657.0,0.91,0.76,4.4,982.51
0,1,1,9,14.08827448,0.1138,8.12106034182072,0.0,5853.0,0.9,0.99,4.53,1201.82
0,1,1,9,14.08827448,0.1138,8.122567143355424,0.0,5853.0,0.9,0.99,4.53,1201.82
0,1,1,9,14.08830133,0.1138,8.12407394489013,0.0,6014.0,0.92,1.11,4.56,1201.82
0,1,1,9,14.088287905000001,0.1138,8.125580746424834,0.0,5852.0,0.92,1.05,4.545,1201.82
0,1,1,9,14.08827448,0.1138,8.12708754795954,0.0,5853.0,0.9,0.99,4.53,1201.82
0,1,1,9,14.08818,0.114,8.128594349494245,0.0,5831.0,0.88,0.99,4.54,1201.82
0,1,1,9,14.08825329,0.1139,8.130101151028951,0.0,6014.0,0.92,1.11,4.56,1201.82
0,1,1,9,14.08826442,0.1138,8.131607952563655,0.0,5853.0,0.9,0.99,4.53,1201.82
1,1,1,9,14.08827448,0.24085,8.133114754098361,0.0,5987.0,1.1,1.07,4.38,1201.82
0,1,1,9,110.96546000000001,0.3679,8.134621555633066,0.0,4441.0,0.55,0.54,4.7,491.99699999999996
0,1,1,9,110.96546000000001,0.3679,8.13612835716777,0.0,4441.0,0.55,0.54,4.7,491.99699999999996
0,1,1,9,110.9655,0.391,8.137635158702476,0.0,4580.0,0.62,0.65,4.67,491.99699999999996
0,1,1,9,110.96426329999998,0.38522500000000004,8.139141960237183,0.0,4517.79,0.6433333333333333,0.6766666666666666,4.656666666666666,491.99699999999996
0,1,1,9,110.96346090000002,0.37945,8.140648761771887,0.0,4517.79,0.6666666666666666,0.7033333333333334,4.6433333333333335,491.99699999999996
1,1,1,9,110.96546000000001,0.373675,8.142155563306591,0.0,4644.0,0.69,0.73,4.63,491.99699999999996
0,1,1,9,110.9643706,0.3679,8.143662364841298,0.0,4441.0,0.55,0.54,4.7,491.99699999999996
0,1,1,9,110.96546000000001,0.3679,8.145169166376004,0.0,4441.0,0.55,0.54,4.7,491.99699999999996
0,1,1,9,3.76419105,0.044000000000000004,8.146675967910708,0.0,5065.0,0.73,0.81,4.62,713.1669999999999
0,1,1,9,3.76417012,0.044000000000000004,8.148182769445413,0.0,5063.0,0.73,0.81,4.62,713.1669999999999
0,1,1,9,3.7641837450000004,0.044000000000000004,8.149689570980119,0.0,5068.0,0.75,0.8,4.59,713.1669999999999
0,1,1,9,3.76419737,0.044000000000000004,8.151196372514825,0.0,4855.0,0.78,0.79,4.56,713.1669999999999
0,1,1,9,3.76418097,0.044000000000000004,8.15270317404953,0.0,4855.0,0.78,0.79,4.56,713.1669999999999
0,1,1,9,3.7641620000000002,0.044000000000000004,8.154209975584234,0.0,4883.0,0.64,0.82,4.74,713.1669999999999
1,1,1,9,3.76419105,0.044000000000000004,8.15571677711894,0.0,4906.0,0.72,0.75,4.61,713.1669999999999
0,1,1,9,3.76419105,0.044000000000000004,8.157223578653646,0.0,5065.0,0.73,0.81,4.62,713.1669999999999
0,1,1,9,3.76419105,0.044000000000000004,8.15873038018835,0.0,5065.0,0.73,0.81,4.62,713.1669999999999
0,1,4,9,6.16491696,0.0646,8.160237181723055,0.0,5881.0,1.03,0.94,4.39,444.32199999999995
0,1,4,9,6.16491696,0.0646,8.161743983257761,0.0,5955.0,1.05,1.05,4.42,444.32199999999995
0,1,4,9,6.16487649,0.0646,8.163250784792465,0.0,5888.0,1.06,1.07,4.42,444.32199999999995
0,1,4,9,6.16491696,0.0646,8.164757586327172,0.0,5881.0,1.03,0.94,4.39,444.32199999999995
0,1,4,9,6.1648760000000005,0.0648,8.166264387861876,0.0,5854.0,1.01,0.95,4.41,444.32199999999995
0,1,4,9,6.164868,0.0652,8.167771189396582,0.0,5860.0,1.05,0.975,4.41,444.32199999999995
