default_flag,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_msinie,pl_orbeccen,st_teff,st_rad,st_mass,st_logg,sy_dist
0,1,2,9,10.10463505,0.0935,14.800711545169168,0.0,6363.0,1.01,1.06,4.46,384.917
0,1,2,9,10.10463505,0.09475,14.802218346703873,0.0,6274.0,1.47,1.24,4.19,384.917
0,1,2,9,10.104648,0.096,14.803725148238577,0.0,6377.0,1.12,1.15,4.41,384.917
0,1,2,9,10.10463142,0.0937,14.805231949773283,0.0,6070.0,1.43,1.07,4.16,384.917
1,1,2,9,10.104664999999999,0.094,14.806738751307988,0.0,6075.0,1.24,1.025,4.29,384.917
1,1,1,9,39.859484,0.1375,14.808245552842692,0.0,5698.0,0.96,0.98,4.46,1115.35
0,1,1,9,39.859484,0.181,14.809752354377398,0.0,5654.0,1.59,0.965,4.404999999999999,1115.35
0,1,1,9,39.859484,0.2245,14.811259155912104,0.0,5906.0,1.07,0.95,4.35,1115.35
0,1,1,9,39.859484,0.2245,14.812765957446809,0.0,5906.0,1.07,0.95,4.35,1115.35
0,1,1,9,39.85969074,0.22594999999999998,14.814272758981513,0.0,5667.0,1.6,1.01,4.03,1115.35
0,1,1,9,39.859505,0.2274,14.81577956051622,0.0,5675.0,1.29,0.98,4.21,1115.35
0,1,1,9,39.85925,0.226,14.817286362050925,0.0,5900.0,1.08,0.97,4.35,1115.35
0,1,1,9,39.8573627,0.22525,14.81879316358563,0.0,5667.0,1.6,1.01,4.03,1115.35
0,1,1,9,39.859484,0.2245,14.820299965120334,0.0,5906.0,1.07,0.95,4.35,1115.35
0,1,1,9,39.43986217,0.2223,14.82180676665504,0.0,5572.13,1.56,0.98,4.04,1110.48
0,1,1,9,39.4419839,0.2201,14.823313568189747,0.0,5749.0,0.83,0.91,4.56,1110.48
0,1,1,9,39.441309999999994,0.22399999999999998,14.824820369724451,0.0,5765.0,0.86,0.97,4.55,1110.48
0,1,1,9,39.4420781,0.2346,14.826327171259155,0.0,5430.0,1.9,1.11,3.92,1110.48
0,1,1,9,39.442031,0.22735,14.827833972793862,0.0,5425.0,1.53,1.01,4.24,1110.48
0,1,1,9,39.4419839,0.2201,14.829340774328568,0.0,5749.0,0.83,0.91,4.56,1110.48
0,1,1,9,39.44092848,0.2201,14.830847575863272,0.0,5572.13,1.56,0.98,4.04,1110.48
1,1,1,9,39.4419839,0.2201,14.832354377397976,0.0,5802.0,1.0,1.0,4.45,1110.48
0,1,1,9,39.4419839,0.2201,14.833861178932683,0.0,5749.0,0.83,0.91,4.56,1110.48
1,1,1,9,81.4162941,0.27266666666666667,14.835367980467389,0.0,6394.0,1.44,1.34,4.25,608.68
0,1,1,9,81.4162941,0.3252333333333334,14.836874782002093,0.0,6388.0,1.68,1.21,4.32,608.68
0,1,1,9,81.4162941,0.3778,14.838381583536798,0.0,6499.0,1.09,1.08,4.39,608.68
0,1,1,9,81.41765841,0.3778,14.839888385071504,0.0,6446.0,1.7,1.31,4.1,608.68
0,1,1,9,81.41635082,0.3778,14.84139518660621,0.0,6446.0,1.7,1.31,4.1,608.68
0,1,1,9,81.4162941,0.3778,14.842901988140914,0.0,6499.0,1.09,1.08,4.39,608.68
0,1,1,9,81.41601379999999,0.4039,14.844408789675619,0.0,6352.0,1.4,1.32,4.27,608.68
0,1,1,9,81.4162941,0.3778,14.845915591210325,0.0,6499.0,1.09,1.08,4.39,608.68
0,1,1,9,2.41810661,0.29225,14.847422392745031,0.0,6347.0,1.58,1.26,4.14,593.646
1,1,1,9,2.41811321,0.20670000000000002,14.848929194279735,0.0,6289.0,1.27,1.19,4.3,593.646
0,1,1,9,2.41811321,0.12115000000000004,14.85043599581444,0.0,6344.0,1.62,1.1099999999999999,4.33,593.646
0,1,1,9,2.41811321,0.0356,14.851942797349146,0.0,6379.0,1.11,1.03,4.36,593.646
0,1,1,9,2.41811321,0.0356,14.853449598883852,0.0,6379.0,1.11,1.03,4.36,593.646
0,1,1,9,2.41810158,0.0368,14.854956400418557,0.0,6258.0,1.24,1.14,4.31,593.646
0,1,1,9,2.41811321,0.0356,14.856463201953261,0.0,6379.0,1.11,1.03,4.36,593.646
0,1,1,9,33.42025398,0.09126666666666666,14.857970003487967,0.0,5677.43,1.06,1.01,4.39,319.675
0,1,1,9,33.42044377,0.14693333333333333,14.859476805022673,0.0,5677.43,1.06,1.01,4.39,319.675
0,1,1,9,33.42035034,0.2026,14.860983606557378,0.0,5838.0,0.9,0.99,4.53,319.675
0,1,1,9,33.42035034,0.2026,14.862490408092082,0.0,5875.0,0.99,0.99,4.53,319.675
0,1,1,9,33.42035034,0.2026,14.863997209626788,0.0,5838.0,0.9,0.99,4.53,319.675
0,1,1,9,33.4203001,0.2015,14.865504011161494,0.0,5731.0,1.07,0.98,4.37,319.675
1,1,1,9,33.42035034,0.20205,14.867010812696199,0.0,5810.0,1.05,1.03,4.4,319.675
0,1,1,9,33.42035034,0.2026,14.868517614230903,0.0,5838.0,0.9,0.99,4.53,319.675
0,1,1,9,10.60052083,0.0948,14.87002441576561,0.0,6035.0,1.3,1.01,4.21,506.35699999999997
0,1,1,9,10.60052251,0.0949,14.871531217300316,0.0,6086.0,1.09,1.01,4.37,506.35699999999997
0,1,1,9,10.60052251,0.0949,14.87303801883502,0.0,6086.0,1.09,1.01,4.37,506.35699999999997
0,1,1,9,10.60052251,0.0949,14.874544820369724,0.0,6086.0,1.09,1.01,4.37,506.35699999999997
1,1,1,9,10.60052251,0.07495,14.87605162190443,0.0,6150.0,1.26,1.13,4.28,506.35699999999997
0,1,1,9,10.600499764999999,0.055,14.877558423439137,0.0,6078.0,1.35,1.1549999999999998,4.285,506.35699999999997
0,1,1,9,10.60047702,0.03505,14.879065224973841,0.0,6173.11,1.29,1.18,4.29,506.35699999999997
0,1,1,9,0.68996783,0.0151,14.880572026508545,0.0,4854.0,1.75,0.97,3.94,152.075
0,1,1,9,0.68996783,0.0151,14.882078828043252,0.0,4854.0,1.75,0.97,3.94,152.075
0,1,1,9,0.68996758,0.0146,14.883585629577958,0.0,4789.74,0.69,0.77,4.65,152.075
0,1,1,9,0.68996787,0.0141,14.885092431112662,0.0,4872.0,0.73,0.81,4.62,152.075
1,1,1,9,0.68996783,0.014433333333333333,14.886599232647367,0.0,4865.0,0.75,0.81,4.6,152.075
0,1,1,9,0.68996783,0.014766666666666668,14.888106034182073,0.0,4848.0,0.7,0.89,4.27,152.075
0,1,1,9,0.68996783,0.0151,14.889612835716779,0.0,4854.0,1.75,0.97,3.94,152.075
0,1,1,9,0.68996817,0.1535,14.891119637251483,0.0,4789.74,0.69,0.77,4.65,152.075
0,1,1,9,56.6747285,0.2919,14.892626438786188,0.0,5910.0,0.94,1.03,4.5,890.296
0,1,1,9,56.6747285,0.2919,14.894133240320894,0.0,5910.0,0.94,1.03,4.5,890.296
0,1,1,9,56.674666599999995,0.2836,14.895640041855598,0.0,5541.0,1.29,0.94,4.19,890.296
1,1,1,9,56.6747285,0.28526,14.897146843390303,0.0,5722.0,0.95,0.97,4.47,890.296
0,1,1,9,56.67440829,0.28692,14.898653644925009,0.0,5634.0,1.0,1.0,4.44,890.296
0,1,1,9,56.67466525,0.28858,14.900160446459715,0.0,5634.0,1.0,1.0,4.44,890.296
0,1,1,9,56.674696874999995,0.29024,14.90166724799442,0.0,5546.0,0.99,1.0150000000000001,4.470000000000001,890.296
0,1,1,9,56.6747285,0.2919,14.903174049529124,0.0,5910.0,0.94,1.03,4.5,890.296
1,1,1,9,12.27065865,0.19885,14.90468085106383,0.0,5774.0,0.93,0.95,4.49,768.903
0,1,1,9,12.27065865,0.1058,14.906187652598536,0.0,6075.0,0.97,1.05,4.49,768.903
0,1,1,9,12.27057043,0.1058,14.90769445413324,0.0,6075.0,0.97,1.05,4.49,768.903
0,1,1,9,12.27061454,0.1058,14.909201255667945,0.0,6089.0,0.89,1.05,4.49,768.903
0,1,1,9,12.27065865,0.1058,14.910708057202651,0.0,6075.0,0.97,1.05,4.49,768.903
0,1,1,9,12.27065865,0.1058,14.912214858737357,0.0,6075.0,0.97,1.05,4.49,768.903
0,1,1,9,12.27078741,0.10875,14.913721660272062,0.0,5783.09,0.92,1.04,4.53,768.903
0,1,1,9,12.27054812,0.1117,14.915228461806766,0.0,5783.09,0.92,1.04,4.53,768.903
0,1,1,9,12.749000460000001,0.11465,14.916735263341472,0.0,6280.0,1.64,1.1400000000000001,4.470000000000001,2006.48
0,1,1,9,13.227452800000002,0.1176,14.918242064876178,0.0,6269.0,1.16,1.24,4.41,2006.48
0,1,1,9,13.2274753,0.1176,14.919748866410883,0.0,6269.0,1.16,1.24,4.41,2006.48
0,1,1,9,13.227452800000002,0.1176,14.921255667945587,0.0,6269.0,1.16,1.24,4.41,2006.48
0,1,1,9,13.227452800000002,0.1176,14.922762469480293,0.0,6269.0,1.16,1.24,4.41,2006.48
1,1,1,9,13.227452800000002,0.13503333333333334,14.924269271015,0.0,5979.0,1.1,1.08,4.39,2006.48
0,1,1,9,13.22742265,0.15246666666666667,14.925776072549704,0.0,5821.0,1.77,1.05,3.97,2006.48
0,1,2,9,22.95062278,0.1699,14.927282874084408,0.0,6143.0,1.76,1.24,4.04,566.85
0,1,2,9,22.95036,0.172,14.928789675619115,0.0,6022.0,1.98,1.28,3.95,566.85
0,1,2,9,22.95068896,0.1732,14.93029647715382,0.0,6144.0,1.85,1.32,4.02,566.85
0,1,2,9,22.95068896,0.1732,14.931803278688525,0.0,6144.0,1.85,1.32,4.02,566.85
0,1,2,9,22.95068896,0.1732,14.93331008022323,0.0,6200.0,1.89,1.37,4.02,566.85
0,1,2,9,22.95068896,0.1732,14.934816881757936,0.0,6144.0,1.85,1.32,4.02,566.85
0,1,2,9,22.95085448,0.18811666666666665,14.936323683292642,0.215,6110.0,1.89,1.23,3.955,566.85
0,1,2,9,22.95102,0.20303333333333332,14.937830484827346,0.43,6080.6,2.0,1.14,3.89,566.85
0,1,2,9,22.95059544,0.21794999999999998,14.93933728636205,0.3225,6080.6,2.0,1.14,3.89,566.85
0,1,2,9,22.95049567,0.23286666666666667,14.940844087896757,0.215,6080.6,2.0,1.14,3.89,566.85
1,1,2,9,22.951,0.24778333333333333,14.942350889431463,0.10749999999999998,6112.3,1.85,1.32,4.02,566.85
0,1,2,9,42.88232415,0.2627,14.943857690966167,0.0,6144.0,1.85,1.32,4.02,566.85
0,1,2,9,42.88232415,0.2627,14.945364492500872,0.0,6144.0,1.85,1.32,4.02,566.85
0,1,2,9,42.88232415,0.2627,14.946871294035578,0.0,6144.0,1.85,1.32,4.02,566.85
1,1,2,9,42.882,0.26185,14.948378095570284,0.0,6083.0,1.85,1.32,4.02,566.85
0,1,2,9,42.88255,0.261,14.949884897104988,0.0,6022.0,1.98,1.28,3.95,566.85
0,1,2,9,42.88247951,0.2578,14.951391698639693,0.0,6143.0,1.76,1.24,4.04,566.85
0,1,2,9,42.88232415,0.25527142857142854,14.952898500174399,0.0275,6200.0,1.89,1.37,4.02,566.85
0,1,2,9,42.882414695,0.2527428571428571,14.954405301709105,0.055,6110.0,1.89,1.255,3.955,566.85
0,1,2,9,42.88250524,0.2502142857142857,14.95591210324381,0.0825,6080.6,2.0,1.14,3.89,566.85
0,1,2,9,42.882540000000006,0.2476857142857143,14.957418904778514,0.11,6080.6,2.0,1.14,3.89,566.85
0,1,2,9,42.88233549,0.24515714285714285,14.95892570631322,0.07333333333333333,6080.6,2.0,1.14,3.89,566.85
0,1,1,9,54.50894148,0.24262857142857142,14.960432507847926,0.03666666666666667,4581.87,0.66,0.72,4.66,505.829
0,1,1,9,54.5091549,0.2401,14.96193930938263,0.0,4406.0,0.6,0.62,4.67,505.829
0,1,1,9,54.5088662,0.239875,14.963446110917335,0.0,4581.87,0.66,0.72,4.66,505.829
1,1,1,9,54.509416599999994,0.23965,14.964952912452041,0.0,4524.0,0.68,0.71,4.63,505.829
0,1,1,9,54.509416599999994,0.239425,14.966459713986747,0.0,4408.0,0.72,0.6599999999999999,4.645,505.829
0,1,1,9,54.509416599999994,0.2392,14.967966515521452,0.0,4405.0,0.61,0.61,4.66,505.829
0,1,1,9,54.509416599999994,0.2392,14.969473317056156,0.0,4405.0,0.61,0.61,4.66,505.829
0,1,1,9,54.509416599999994,0.2392,14.970980118590862,0.0,4405.0,0.61,0.61,4.66,505.829
1,1,1,9,35.622233,0.2295,14.972486920125569,0.0,5782.0,0.99,1.0,4.45,1058.72
0,1,1,9,35.6223929,0.2198,14.973993721660273,0.0,5804.0,0.9,0.985,4.495,1058.72
0,1,1,9,35.6225528,0.2101,14.975500523194977,0.0,5799.0,0.88,0.97,4.54,1058.72
0,1,1,9,35.622233,0.2097,14.977007324729684,0.0,5796.0,0.87,0.97,4.54,1058.72
0,1,1,9,35.622233,0.2097,14.97851412626439,0.0,5796.0,0.87,0.97,4.54,1058.72
0,1,1,9,35.622233,0.2097,14.980020927799092,0.0,5796.0,0.87,0.97,4.54,1058.72
0,1,1,9,35.62219812,0.2217,14.981527729333799,0.0,5576.0,0.93,0.98,4.49,1058.72
1,1,1,9,42.913751,0.2337,14.983034530868505,0.0,6101.0,2.06,1.41,3.95,996.32
0,1,1,9,42.913751,0.2457,14.984541332403209,0.0,6148.0,1.22,1.07,4.3,996.32
0,1,1,9,42.913759165,0.2457,14.986048133937913,0.0,6045.0,2.11,1.07,4.04,996.32
0,1,1,9,42.91376733,0.2457,14.98755493547262,0.0,5892.3,2.2,1.07,3.78,996.32
0,1,1,9,42.913751,0.2457,14.989061737007326,0.0,6148.0,1.22,1.07,4.3,996.32
0,1,1,9,42.913751,0.2457,14.99056853854203,0.0,6148.0,1.22,1.07,4.3,996.32
0,1,1,9,42.91411148,0.2577,14.992075340076735,0.0,5892.3,2.2,1.07,3.78,996.32
0,1,1,9,42.9136635,0.2697,14.99358214161144,0.0,6049.0,2.48,1.42,3.8,996.32
0,1,1,9,47.1611696,0.262,14.995088943146147,0.0,5936.0,0.96,1.07,4.5,1196.04
0,1,1,9,47.161342700000006,0.262,14.996595744680851,0.0,5600.0,0.9,0.99,4.52,1196.04
0,1,1,9,47.1607932,0.262,14.998102546215556,0.0,5936.0,0.96,1.07,4.5,1196.04
0,1,1,9,47.1611696,0.262,14.999609347750262,0.0,5936.0,0.96,1.07,4.5,1196.04
0,1,1,9,47.1611696,0.262,15.001116149284968,0.0,5936.0,0.96,1.07,4.5,1196.04
0,1,1,9,47.1611696,0.2591625,15.002622950819672,0.0,5943.0,0.85,1.02,4.49,1196.04
1,1,1,9,47.1611696,0.256325,15.004129752354379,0.0,5665.0,0.94,0.97,4.48,1196.04
0,1,1,9,47.16123646,0.25348750000000003,15.005636553889083,0.0,5600.0,0.9,0.99,4.52,1196.04
0,1,1,9,47.09659218,0.25065000000000004,15.00714335542379,0.0,5353.0,0.86,0.9450000000000001,4.525,780.566
1,1,1,9,47.0319479,0.24781250000000002,15.008650156958494,0.0,5448.0,0.86,0.9,4.53,780.566
0,1,1,9,47.03006322,0.244975,15.0101569584932,0.0,5396.0,0.85,0.94,4.55,780.566
0,1,1,9,47.03090296,0.2421375,15.011663760027904,0.0,5396.0,0.85,0.94,4.55,780.566
0,1,1,9,47.0319479,0.2393,15.01317056156261,0.0,5544.0,0.76,0.82,4.59,780.566
0,1,1,9,47.032047799999994,0.2447,15.014677363097315,0.0,5370.0,1.05,0.88,4.34,780.566
0,1,1,9,47.0319479,0.2393,15.01618416463202,0.0,5544.0,0.76,0.82,4.59,780.566
0,1,1,9,47.0319479,0.2393,15.017690966166725,0.0,5544.0,0.76,0.82,4.59,780.566
0,1,1,9,49.276764,0.2153,15.019197767701431,0.0,3894.0,0.54,0.55,4.71,357.621
0,1,1,9,49.276764,0.2153,15.020704569236136,0.0,3894.0,0.54,0.55,4.71,357.621
0,1,1,9,49.2768448,0.2126,15.022211370770842,0.0,3899.0,0.53,0.53,4.71,357.621
0,1,1,9,49.276764,0.2153,15.023718172305546,0.0,3894.0,0.54,0.55,4.71,357.621
0,1,1,9,49.2765566,0.2152,15.02522497384025,0.0,3919.0,0.58,0.57,4.67,357.621
0,1,1,9,49.276759999999996,0.2151,15.026731775374957,0.0,3919.0,0.58,0.57,4.67,357.621
0,1,1,9,49.27672,0.215,15.028238576909661,0.0,3901.0,0.58,0.5549999999999999,4.705,357.621
0,1,1,9,49.27668,0.2149,15.029745378444368,0.0,3950.0,0.52,0.54,4.74,357.621
1,1,1,9,49.276764,0.19456,15.031252179979072,0.0,4075.0,0.6,0.62,4.68,357.621
0,1,1,9,33.707073449999996,0.17421999999999999,15.032758981513778,0.0,4253.0,0.6,0.63,4.675,370.31199999999995
1,1,1,9,18.1373829,0.15388,15.034265783048482,0.0,4231.0,0.62,0.64,4.67,370.31199999999995
0,1,1,9,18.13757382,0.13354,15.035772584583189,0.0,4116.0,0.65,0.64,4.61,370.31199999999995
0,1,1,9,18.1373788,0.1132,15.037279386117893,0.0,4257.0,0.6,0.59,4.65,370.31199999999995
0,1,1,9,18.1373829,0.1132,15.0387861876526,0.0,4257.0,0.6,0.59,4.65,370.31199999999995
0,1,1,9,18.1373829,0.1132,15.040292989187304,0.0,4257.0,0.6,0.59,4.65,370.31199999999995
0,1,1,9,18.1373829,0.1132,15.04179979072201,0.0,4257.0,0.6,0.59,4.65,370.31199999999995
0,1,1,9,51.1104797,0.2668,15.043306592256714,0.0,5968.0,0.88,0.97,4.53,889.885
0,1,1,9,51.11086573,0.2668,15.04481339379142,0.0,5841.0,1.25,1.05,4.26,889.885
0,1,1,9,51.11000858,0.2668,15.046320195326125,0.0,5841.0,1.25,1.05,4.26,889.885
1,1,1,9,51.1110243,0.2668,15.047826996860831,0.0,5866.0,1.01,1.01,4.43,889.885
0,1,1,9,51.1110243,0.2668,15.049333798395535,0.0,5846.0,1.26,0.99,4.48,889.885
0,1,1,9,51.1110243,0.2668,15.050840599930241,0.0,5968.0,0.88,0.97,4.53,889.885
0,1,1,9,51.1110243,0.2668,15.052347401464946,0.0,5968.0,0.88,0.97,4.53,889.885
0,1,1,9,51.1110243,0.2668,15.053854202999652,0.0,5968.0,0.88,0.97,4.53,889.885
0,1,1,9,47.9869119,0.2495,15.055361004534356,0.0,5641.0,0.98,0.9,4.41,544.45
0,1,1,9,47.9872764,0.2495,15.056867806069063,0.0,5641.0,0.98,0.9,4.41,544.45
0,1,1,9,47.987408825,0.2495,15.058374607603767,0.0,5414.0,0.82,0.94,4.51,544.45
0,1,1,9,47.98754125,0.2495,15.059881409138473,0.0,5578.0,0.81,0.98,4.61,544.45
0,1,1,9,47.98669469,0.2495,15.061388210673178,0.0,5578.0,0.81,0.98,4.61,544.45
0,1,1,9,47.9872764,0.2495,15.062895012207884,0.0,5641.0,0.98,0.9,4.41,544.45
0,1,1,9,47.9872764,0.2495,15.064401813742588,0.0,5641.0,0.98,0.9,4.41,544.45
1,1,1,9,47.9872764,0.26303333333333334,15.065908615277294,0.0,5653.0,0.94,0.96,4.48,544.45
1,1,1,9,62.86916110000001,0.2765666666666667,15.067415416811999,0.0,4828.0,0.74,0.78,4.61,455.47900000000004
0,1,1,9,62.86916110000001,0.2901,15.068922218346705,0.0,4947.0,0.87,0.82,4.48,455.47900000000004
0,1,1,9,62.8692915,0.2901,15.07042901988141,0.0,4735.0,0.81,0.76,4.5,455.47900000000004
0,1,1,9,62.86862572,0.2901,15.071935821416115,0.0,4735.0,0.81,0.76,4.5,455.47900000000004
0,1,1,9,62.86889341,0.2901,15.07344262295082,0.0,4762.0,0.78,0.79,4.49,455.47900000000004
0,1,1,9,62.86916110000001,0.2901,15.074949424485526,0.0,4947.0,0.87,0.82,4.48,455.47900000000004
0,1,1,9,62.86916110000001,0.2901,15.07645622602023,0.0,4947.0,0.87,0.82,4.48,455.47900000000004
0,1,1,9,62.869463,0.2829,15.077963027554937,0.0,4762.0,0.78,0.76,4.54,455.47900000000004
0,1,2,9,31.15879749,0.1931,15.079469829089641,0.0,6197.0,1.06,0.99,4.38,716.797
0,1,2,9,31.15877609,0.19655,15.080976630624347,0.0,5916.53,1.13,1.08,4.37,716.797
0,1,2,9,31.15857,0.2,15.082483432159052,0.0,6212.0,1.12,1.09,4.38,716.797
0,1,2,9,31.15879749,0.1931,15.083990233693758,0.0,6197.0,1.06,0.99,4.38,716.797
0,1,2,9,31.15879749,0.1931,15.085497035228462,0.0,6197.0,1.06,0.99,4.38,716.797
0,1,2,9,31.15879091,0.19395,15.087003836763168,0.0,5916.53,1.13,1.08,4.37,716.797
0,1,2,9,31.158824900000003,0.1948,15.088510638297873,0.0,5951.0,1.16,1.01,4.32,716.797
1,1,2,9,31.158799,0.2,15.090017439832579,0.0,5948.0,1.21,1.04,4.31,716.797
0,1,2,9,31.158798245,0.25466666666666665,15.091524241367283,0.0,6001.0,1.03,1.07,4.33,716.797
0,1,2,9,31.15879749,0.30933333333333335,15.09303104290199,0.0,6034.0,1.16,1.1,4.35,716.797
0,1,2,9,76.7324,0.364,15.094537844436694,0.0,6212.0,1.12,1.09,4.38,716.797
0,1,2,9,76.7325168,0.3521,15.0960446459714,0.0,6197.0,1.06,0.99,4.38,716.797
1,1,2,9,76.732171,0.364,15.097551447506104,0.0,5948.0,1.21,1.0,4.31,716.797
0,1,2,9,76.7324556,0.3553,15.09905824904081,0.0,5951.0,1.16,1.01,4.32,716.797
0,1,2,9,76.73257616999999,0.35450000000000004,15.100565050575515,0.0,6001.0,1.03,1.045,4.345000000000001,716.797
0,1,2,9,76.73269674,0.3537,15.102071852110221,0.0,5916.53,1.13,1.08,4.37,716.797
0,1,2,9,76.7325168,0.3529,15.103578653644925,0.0,6034.0,1.16,1.1,4.35,716.797
0,1,2,9,76.7325168,0.3521,15.105085455179632,0.0,6197.0,1.06,0.99,4.38,716.797
0,1,2,9,76.73312,0.3521,15.106592256714336,0.0,5916.53,1.13,1.08,4.37,716.797
0,1,2,9,76.73246607,0.3521,15.108099058249042,0.0,5916.53,1.13,1.08,4.37,716.797
0,1,2,9,76.7325168,0.3521,15.109605859783747,0.0,6197.0,1.06,0.99,4.38,716.797
0,1,1,9,29.9632816,0.1614,15.111112661318453,0.0,4463.0,0.64,0.62,4.62,553.2180000000001
0,1,1,9,29.963324699999998,0.1614,15.112619462853157,0.0,4463.0,0.64,0.62,4.62,553.2180000000001
0,1,1,9,29.96306597,0.1614,15.114126264387862,0.0,4353.0,0.67,0.68,4.62,553.2180000000001
0,1,1,9,29.963324699999998,0.1614,15.115633065922568,0.0,4463.0,0.64,0.62,4.62,553.2180000000001
1,1,1,9,29.963324699999998,0.1614,15.117139867457272,0.0,4422.0,0.67,0.7,4.64,553.2180000000001
0,1,1,9,29.963324699999998,0.1614,15.118646668991978,0.0,4465.0,0.63,0.6599999999999999,4.63,553.2180000000001
0,1,1,9,29.963324699999998,0.1614,15.120153470526683,0.0,4463.0,0.64,0.62,4.62,553.2180000000001
0,1,1,9,29.96310912,0.16615,15.121660272061389,0.0,4353.0,0.67,0.68,4.62,553.2180000000001
0,1,1,9,29.349477500000003,0.1709,15.123167073596093,0.0,4986.0,0.72,0.77,4.61,679.1060000000001
0,1,1,9,29.349477500000003,0.1709,15.1246738751308,0.0,4986.0,0.72,0.77,4.61,679.1060000000001
0,1,1,9,29.34947388,0.17120000000000002,15.126180676665504,0.0,4821.0,0.68,0.78,4.66,679.1060000000001
0,1,1,9,29.3493852,0.1715,15.12768747820021,0.0,4987.0,0.72,0.78,4.61,679.1060000000001
1,1,1,9,29.349477500000003,0.1713,15.129194279734914,0.0,4919.0,0.74,0.79,4.6,679.1060000000001
0,1,1,9,29.349477500000003,0.1711,15.13070108126962,0.0,4988.0,0.69,0.78,4.605,679.1060000000001
0,1,1,9,29.349477500000003,0.1709,15.132207882804325,0.0,4986.0,0.72,0.77,4.61,679.1060000000001
0,1,1,9,29.34926797,0.21706666666666666,15.133714684339031,0.0,4821.0,0.68,0.78,4.66,679.1060000000001
1,1,1,9,65.6488341,0.2632333333333333,15.135221485873736,0.0,5756.0,1.0,1.0,4.45,1017.82
0,1,1,9,65.6488341,0.3094,15.136728287408442,0.0,5436.0,0.82,0.92,4.57,1017.82
0,1,1,9,65.6488341,0.3094,15.138235088943146,0.0,5436.0,0.82,0.92,4.57,1017.82
0,1,1,9,65.6489671,0.3094,15.139741890477852,0.0,5446.0,0.76,0.92,4.57,1017.82
0,1,1,9,65.6491001,0.3094,15.141248692012557,0.0,5436.0,0.82,0.92,4.57,1017.82
0,1,1,9,65.64890923,0.3094,15.142755493547263,0.0,5397.0,0.8,0.94,4.61,1017.82
0,1,1,9,65.64866461,0.3094,15.144262295081967,0.0,5397.0,0.8,0.94,4.61,1017.82
0,1,1,9,65.6488341,0.3094,15.145769096616673,0.0,5436.0,0.82,0.92,4.57,1017.82
1,1,1,9,25.15864,0.2627333333333333,15.147275898151378,0.0,5679.0,0.95,0.96,4.47,1687.47
0,1,1,9,25.15864,0.21606666666666668,15.148782699686084,0.0,5978.0,1.2,0.99,4.49,1687.47
0,1,1,9,25.15864,0.1694,15.150289501220788,0.0,5973.0,0.94,1.02,4.51,1687.47
0,1,1,9,25.15731341,0.1694,15.151796302755494,0.0,5578.0,1.19,0.98,4.28,1687.47
0,1,1,9,25.159338899999998,0.1694,15.153303104290199,0.0,5973.0,0.94,1.02,4.51,1687.47
0,1,1,9,25.15864,0.1694,15.154809905824905,0.0,5973.0,0.94,1.02,4.51,1687.47
0,1,1,9,25.15864,0.1694,15.15631670735961,0.0,5973.0,0.94,1.02,4.51,1687.47
0,1,2,9,31.778590100000002,0.1803,15.157823508894316,0.0,5638.0,0.93,0.77,4.39,1151.73
0,1,2,9,31.778590100000002,0.1803,15.15933031042902,0.0,5845.0,1.67,0.895,4.415,1151.73
1,1,2,9,31.778590100000002,0.1803,15.160837111963726,0.0,5828.0,1.01,1.02,4.44,1151.73
0,1,2,9,31.778590100000002,0.1803,15.16234391349843,0.0,5638.0,0.93,0.77,4.39,1151.73
0,1,2,9,31.77865569,0.1803,15.163850715033137,0.0,5654.0,1.71,1.0,3.97,1151.73
0,1,2,9,31.77852476,0.1803,15.165357516567841,0.0,5654.0,1.71,1.0,3.97,1151.73
0,1,2,9,31.778756400000002,0.1803,15.166864318102547,0.0,5638.0,0.93,0.77,4.39,1151.73
0,1,2,9,31.778590100000002,0.1803,15.168371119637252,0.0,5638.0,0.93,0.77,4.39,1151.73
1,1,2,9,5.32786292,0.13846666666666665,15.169877921171958,0.0,5828.0,1.01,1.02,4.44,1151.73
0,1,2,9,5.32783088,0.09663333333333332,15.171384722706662,0.0,5654.0,1.71,1.0,3.97,1151.73
0,1,2,9,5.32786292,0.0548,15.172891524241368,0.0,5638.0,0.93,0.77,4.39,1151.73
0,1,2,9,5.32786292,0.0548,15.174398325776073,0.0,5638.0,0.93,0.77,4.39,1151.73
0,1,2,9,5.327852245000001,0.0548,15.175905127310779,0.0,5845.0,1.67,0.77,4.39,1151.73
0,1,2,9,5.32784157,0.0548,15.177411928845483,0.0,5638.0,0.93,0.77,4.39,1151.73
0,1,2,9,5.32786292,0.0548,15.17891873038019,0.0,5638.0,0.93,0.77,4.39,1151.73
0,1,1,9,31.827711100000002,0.1722,15.180425531914894,0.0,4702.0,0.69,0.67,4.59,359.49699999999996
0,1,1,9,31.827711100000002,0.1722,15.1819323334496,0.0,4702.0,0.69,0.67,4.59,359.49699999999996
0,1,1,9,31.82763672,0.17762499999999998,15.183439134984305,0.0,4585.0,0.75,0.72,4.55,359.49699999999996
1,1,1,9,31.827711100000002,0.18305,15.18494593651901,0.0,4726.0,0.71,0.75,4.62,359.49699999999996
0,1,1,9,31.827680049999998,0.188475,15.186452738053715,0.0,4688.0,0.74,0.855,4.23,359.49699999999996
